,Dataset,Value,Method,Algorithm,Repetition
1536,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,25
1537,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+RF,25
1538,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,25
1539,Petralia IRS,0.7210317460317461,"ACF, correlation only",ACF+SVC,25
1540,Petralia IRS,0.8113095238095238,"ACF, correlation only",ACF+RF,25
1541,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,25
1542,Petralia IRS,0.8207792207792208,"ACF, correlation only",ACF+SVC,25
1543,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,25
1544,Petralia IRS,0.8487554112554112,"ACF, correlation only",ACF+Ridge,25
1545,Petralia IRS,0.8113095238095238,"ACF, correlation only",ACF+SVC,25
1546,Petralia IRS,0.6577380952380952,"ACF, correlation only",ACF+RF,25
1547,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,25
1548,Petralia IRS,0.8740530303030303,"ACF, correlation only",ACF+SVC,25
1549,Petralia IRS,0.8395833333333333,"ACF, correlation only",ACF+RF,25
1550,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,25
1551,Petralia IRS,0.91875,"ACF, correlation only",ACF+SVC,25
1552,Petralia IRS,0.765719696969697,"ACF, correlation only",ACF+RF,25
1553,Petralia IRS,0.7803030303030303,"ACF, correlation only",ACF+Ridge,25
1554,Petralia IRS,0.834469696969697,"ACF, correlation only",ACF+SVC,25
1555,Petralia IRS,0.8027777777777778,"ACF, correlation only",ACF+RF,25
1556,Petralia IRS,0.8303030303030303,"ACF, correlation only",ACF+Ridge,25
1557,Petralia IRS,0.6583333333333333,"ACF, correlation only",ACF+SVC,25
1558,Petralia IRS,0.5931818181818183,"ACF, correlation only",ACF+RF,25
1559,Petralia IRS,0.775,"ACF, correlation only",ACF+Ridge,25
1560,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,26
1561,Petralia IRS with Covariable,0.7515873015873016,"ACF, with covariable",ACF+RF,26
1562,Petralia IRS with Covariable,0.8154761904761905,"ACF, with covariable",ACF+Ridge,26
1563,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+SVC,26
1564,Petralia IRS with Covariable,0.8946428571428571,"ACF, with covariable",ACF+RF,26
1565,Petralia IRS with Covariable,0.8557539682539683,"ACF, with covariable",ACF+Ridge,26
1566,Petralia IRS with Covariable,0.8130952380952381,"ACF, with covariable",ACF+SVC,26
1567,Petralia IRS with Covariable,0.8833333333333333,"ACF, with covariable",ACF+RF,26
1568,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,26
1569,Petralia IRS with Covariable,0.8706709956709957,"ACF, with covariable",ACF+SVC,26
1570,Petralia IRS with Covariable,0.6884157509157509,"ACF, with covariable",ACF+RF,26
1571,Petralia IRS with Covariable,0.9323863636363636,"ACF, with covariable",ACF+Ridge,26
1572,Petralia IRS with Covariable,0.9253968253968254,"ACF, with covariable",ACF+SVC,26
1573,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,26
1574,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,26
1575,Petralia IRS with Covariable,0.8878205128205128,"ACF, with covariable",ACF+SVC,26
1576,Petralia IRS with Covariable,0.8445887445887446,"ACF, with covariable",ACF+RF,26
1577,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,26
1578,Petralia IRS with Covariable,0.8017316017316017,"ACF, with covariable",ACF+SVC,26
1579,Petralia IRS with Covariable,0.7916666666666666,"ACF, with covariable",ACF+RF,26
1580,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,26
1581,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,26
1582,Petralia IRS with Covariable,0.9020833333333333,"ACF, with covariable",ACF+RF,26
1583,Petralia IRS with Covariable,0.81875,"ACF, with covariable",ACF+Ridge,26
1584,Petralia IRS with Covariable,0.8386363636363636,"ACF, with covariable",ACF+SVC,26
1585,Petralia IRS with Covariable,0.7833333333333333,"ACF, with covariable",ACF+RF,26
1586,Petralia IRS with Covariable,0.834469696969697,"ACF, with covariable",ACF+Ridge,26
1587,Petralia IRS with Covariable,0.6708333333333334,"ACF, with covariable",ACF+SVC,26
1588,Petralia IRS with Covariable,0.6208333333333333,"ACF, with covariable",ACF+RF,26
1589,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,26
1590,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,26
1591,Petralia IRS,0.8063492063492064,"ACF, correlation only",ACF+RF,26
1592,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,26
1593,Petralia IRS,0.8666666666666667,"ACF, correlation only",ACF+SVC,26
1594,Petralia IRS,0.8145833333333333,"ACF, correlation only",ACF+RF,26
1595,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,26
1596,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,26
1597,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+RF,26
1598,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,26
1599,Petralia IRS,0.9444444444444444,"ACF, correlation only",ACF+SVC,26
1600,Petralia IRS,0.8462301587301587,"ACF, correlation only",ACF+RF,26
1601,Petralia IRS,0.9015873015873016,"ACF, correlation only",ACF+Ridge,26
1602,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,26
1603,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,26
1604,Petralia IRS,0.8101190476190476,"ACF, correlation only",ACF+Ridge,26
1605,Petralia IRS,0.821969696969697,"ACF, correlation only",ACF+SVC,26
1606,Petralia IRS,0.5683982683982685,"ACF, correlation only",ACF+RF,26
1607,Petralia IRS,0.9571428571428571,"ACF, correlation only",ACF+Ridge,26
1608,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,26
1609,Petralia IRS,0.8395833333333333,"ACF, correlation only",ACF+RF,26
1610,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,26
1611,Petralia IRS,0.961111111111111,"ACF, correlation only",ACF+SVC,26
1612,Petralia IRS,0.7636904761904761,"ACF, correlation only",ACF+RF,26
1613,Petralia IRS,0.946969696969697,"ACF, correlation only",ACF+Ridge,26
1614,Petralia IRS,0.8486111111111111,"ACF, correlation only",ACF+SVC,26
1615,Petralia IRS,0.7505952380952381,"ACF, correlation only",ACF+RF,26
1616,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,26
1617,Petralia IRS,0.6583333333333333,"ACF, correlation only",ACF+SVC,26
1618,Petralia IRS,0.5931818181818183,"ACF, correlation only",ACF+RF,26
1619,Petralia IRS,0.7617424242424242,"ACF, correlation only",ACF+Ridge,26
1620,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,27
1621,Petralia IRS with Covariable,0.6932539682539682,"ACF, with covariable",ACF+RF,27
1622,Petralia IRS with Covariable,0.6654761904761904,"ACF, with covariable",ACF+Ridge,27
1623,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+SVC,27
1624,Petralia IRS with Covariable,0.7863095238095238,"ACF, with covariable",ACF+RF,27
1625,Petralia IRS with Covariable,0.9154761904761904,"ACF, with covariable",ACF+Ridge,27
1626,Petralia IRS with Covariable,0.9154761904761904,"ACF, with covariable",ACF+SVC,27
1627,Petralia IRS with Covariable,0.8488095238095238,"ACF, with covariable",ACF+RF,27
1628,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,27
1629,Petralia IRS with Covariable,0.7219696969696969,"ACF, with covariable",ACF+SVC,27
1630,Petralia IRS with Covariable,0.6884157509157509,"ACF, with covariable",ACF+RF,27
1631,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,27
1632,Petralia IRS with Covariable,0.9270833333333333,"ACF, with covariable",ACF+SVC,27
1633,Petralia IRS with Covariable,0.9444444444444444,"ACF, with covariable",ACF+RF,27
1634,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,27
1635,Petralia IRS with Covariable,0.8738095238095238,"ACF, with covariable",ACF+SVC,27
1636,Petralia IRS with Covariable,0.7820887445887446,"ACF, with covariable",ACF+RF,27
1637,Petralia IRS with Covariable,0.9154761904761906,"ACF, with covariable",ACF+Ridge,27
1638,Petralia IRS with Covariable,0.8904761904761905,"ACF, with covariable",ACF+SVC,27
1639,Petralia IRS with Covariable,0.8277777777777778,"ACF, with covariable",ACF+RF,27
1640,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,27
1641,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,27
1642,Petralia IRS with Covariable,0.8589285714285715,"ACF, with covariable",ACF+RF,27
1643,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,27
1644,Petralia IRS with Covariable,0.7863095238095239,"ACF, with covariable",ACF+SVC,27
1645,Petralia IRS with Covariable,0.8333333333333333,"ACF, with covariable",ACF+RF,27
1646,Petralia IRS with Covariable,0.7303030303030302,"ACF, with covariable",ACF+Ridge,27
1647,Petralia IRS with Covariable,0.725,"ACF, with covariable",ACF+SVC,27
1648,Petralia IRS with Covariable,0.725,"ACF, with covariable",ACF+RF,27
1649,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,27
1650,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,27
1651,Petralia IRS,0.838095238095238,"ACF, correlation only",ACF+RF,27
1652,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,27
1653,Petralia IRS,0.790909090909091,"ACF, correlation only",ACF+SVC,27
1654,Petralia IRS,0.7797619047619048,"ACF, correlation only",ACF+RF,27
1655,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,27
1656,Petralia IRS,0.9182539682539683,"ACF, correlation only",ACF+SVC,27
1657,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+RF,27
1658,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,27
1659,Petralia IRS,0.7210317460317461,"ACF, correlation only",ACF+SVC,27
1660,Petralia IRS,0.8113095238095238,"ACF, correlation only",ACF+RF,27
1661,Petralia IRS,0.8425595238095238,"ACF, correlation only",ACF+Ridge,27
1662,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,27
1663,Petralia IRS,0.7541125541125542,"ACF, correlation only",ACF+RF,27
1664,Petralia IRS,0.802922077922078,"ACF, correlation only",ACF+Ridge,27
1665,Petralia IRS,0.7594696969696969,"ACF, correlation only",ACF+SVC,27
1666,Petralia IRS,0.6904761904761905,"ACF, correlation only",ACF+RF,27
1667,Petralia IRS,0.9571428571428571,"ACF, correlation only",ACF+Ridge,27
1668,Petralia IRS,0.8725649350649352,"ACF, correlation only",ACF+SVC,27
1669,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+RF,27
1670,Petralia IRS,0.8130411255411256,"ACF, correlation only",ACF+Ridge,27
1671,Petralia IRS,0.961111111111111,"ACF, correlation only",ACF+SVC,27
1672,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+RF,27
1673,Petralia IRS,0.6461760461760462,"ACF, correlation only",ACF+Ridge,27
1674,Petralia IRS,0.8083333333333333,"ACF, correlation only",ACF+SVC,27
1675,Petralia IRS,0.775,"ACF, correlation only",ACF+RF,27
1676,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,27
1677,Petralia IRS,0.6583333333333333,"ACF, correlation only",ACF+SVC,27
1678,Petralia IRS,0.7348484848484849,"ACF, correlation only",ACF+RF,27
1679,Petralia IRS,0.7791666666666666,"ACF, correlation only",ACF+Ridge,27
1680,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,28
1681,Petralia IRS with Covariable,0.7515873015873016,"ACF, with covariable",ACF+RF,28
1682,Petralia IRS with Covariable,0.6385281385281385,"ACF, with covariable",ACF+Ridge,28
1683,Petralia IRS with Covariable,0.867361111111111,"ACF, with covariable",ACF+SVC,28
1684,Petralia IRS with Covariable,0.8633928571428571,"ACF, with covariable",ACF+RF,28
1685,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,28
1686,Petralia IRS with Covariable,0.8130952380952381,"ACF, with covariable",ACF+SVC,28
1687,Petralia IRS with Covariable,0.8515873015873017,"ACF, with covariable",ACF+RF,28
1688,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,28
1689,Petralia IRS with Covariable,0.7219696969696969,"ACF, with covariable",ACF+SVC,28
1690,Petralia IRS with Covariable,0.7628205128205128,"ACF, with covariable",ACF+RF,28
1691,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,28
1692,Petralia IRS with Covariable,0.9253968253968254,"ACF, with covariable",ACF+SVC,28
1693,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,28
1694,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,28
1695,Petralia IRS with Covariable,0.946969696969697,"ACF, with covariable",ACF+SVC,28
1696,Petralia IRS with Covariable,0.7404761904761905,"ACF, with covariable",ACF+RF,28
1697,Petralia IRS with Covariable,0.9154761904761906,"ACF, with covariable",ACF+Ridge,28
1698,Petralia IRS with Covariable,0.8553030303030302,"ACF, with covariable",ACF+SVC,28
1699,Petralia IRS with Covariable,0.7958333333333334,"ACF, with covariable",ACF+RF,28
1700,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,28
1701,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,28
1702,Petralia IRS with Covariable,0.8321428571428571,"ACF, with covariable",ACF+RF,28
1703,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,28
1704,Petralia IRS with Covariable,0.6964285714285714,"ACF, with covariable",ACF+SVC,28
1705,Petralia IRS with Covariable,0.7374999999999999,"ACF, with covariable",ACF+RF,28
1706,Petralia IRS with Covariable,0.7303030303030302,"ACF, with covariable",ACF+Ridge,28
1707,Petralia IRS with Covariable,0.7154761904761905,"ACF, with covariable",ACF+SVC,28
1708,Petralia IRS with Covariable,0.6265151515151515,"ACF, with covariable",ACF+RF,28
1709,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,28
1710,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,28
1711,Petralia IRS,0.8063492063492064,"ACF, correlation only",ACF+RF,28
1712,Petralia IRS,0.6696428571428571,"ACF, correlation only",ACF+Ridge,28
1713,Petralia IRS,0.8666666666666667,"ACF, correlation only",ACF+SVC,28
1714,Petralia IRS,0.7797619047619048,"ACF, correlation only",ACF+RF,28
1715,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,28
1716,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,28
1717,Petralia IRS,0.8797619047619047,"ACF, correlation only",ACF+RF,28
1718,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,28
1719,Petralia IRS,0.6861111111111111,"ACF, correlation only",ACF+SVC,28
1720,Petralia IRS,0.7397186147186147,"ACF, correlation only",ACF+RF,28
1721,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,28
1722,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,28
1723,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,28
1724,Petralia IRS,0.802922077922078,"ACF, correlation only",ACF+Ridge,28
1725,Petralia IRS,0.821969696969697,"ACF, correlation only",ACF+SVC,28
1726,Petralia IRS,0.7219696969696969,"ACF, correlation only",ACF+RF,28
1727,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,28
1728,Petralia IRS,0.7999458874458873,"ACF, correlation only",ACF+SVC,28
1729,Petralia IRS,0.6791666666666667,"ACF, correlation only",ACF+RF,28
1730,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+Ridge,28
1731,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+SVC,28
1732,Petralia IRS,0.7979166666666666,"ACF, correlation only",ACF+RF,28
1733,Petralia IRS,0.6461760461760462,"ACF, correlation only",ACF+Ridge,28
1734,Petralia IRS,0.8486111111111111,"ACF, correlation only",ACF+SVC,28
1735,Petralia IRS,0.8303030303030303,"ACF, correlation only",ACF+RF,28
1736,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,28
1737,Petralia IRS,0.5375,"ACF, correlation only",ACF+SVC,28
1738,Petralia IRS,0.6,"ACF, correlation only",ACF+RF,28
1739,Petralia IRS,0.7333333333333334,"ACF, correlation only",ACF+Ridge,28
1740,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,29
1741,Petralia IRS with Covariable,0.725,"ACF, with covariable",ACF+RF,29
1742,Petralia IRS with Covariable,0.6892857142857143,"ACF, with covariable",ACF+Ridge,29
1743,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+SVC,29
1744,Petralia IRS with Covariable,0.7625,"ACF, with covariable",ACF+RF,29
1745,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,29
1746,Petralia IRS with Covariable,0.8130952380952381,"ACF, with covariable",ACF+SVC,29
1747,Petralia IRS with Covariable,0.8515873015873017,"ACF, with covariable",ACF+RF,29
1748,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,29
1749,Petralia IRS with Covariable,0.7219696969696969,"ACF, with covariable",ACF+SVC,29
1750,Petralia IRS with Covariable,0.6884157509157509,"ACF, with covariable",ACF+RF,29
1751,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,29
1752,Petralia IRS with Covariable,0.9270833333333333,"ACF, with covariable",ACF+SVC,29
1753,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,29
1754,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,29
1755,Petralia IRS with Covariable,0.8738095238095238,"ACF, with covariable",ACF+SVC,29
1756,Petralia IRS with Covariable,0.8529761904761904,"ACF, with covariable",ACF+RF,29
1757,Petralia IRS with Covariable,0.9154761904761906,"ACF, with covariable",ACF+Ridge,29
1758,Petralia IRS with Covariable,0.8297619047619048,"ACF, with covariable",ACF+SVC,29
1759,Petralia IRS with Covariable,0.8267316017316018,"ACF, with covariable",ACF+RF,29
1760,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,29
1761,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,29
1762,Petralia IRS with Covariable,0.8988095238095237,"ACF, with covariable",ACF+RF,29
1763,Petralia IRS with Covariable,0.7832792207792207,"ACF, with covariable",ACF+Ridge,29
1764,Petralia IRS with Covariable,0.7339285714285715,"ACF, with covariable",ACF+SVC,29
1765,Petralia IRS with Covariable,0.7708333333333333,"ACF, with covariable",ACF+RF,29
1766,Petralia IRS with Covariable,0.7761363636363636,"ACF, with covariable",ACF+Ridge,29
1767,Petralia IRS with Covariable,0.7592261904761904,"ACF, with covariable",ACF+SVC,29
1768,Petralia IRS with Covariable,0.6583333333333333,"ACF, with covariable",ACF+RF,29
1769,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,29
1770,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,29
1771,Petralia IRS,0.838095238095238,"ACF, correlation only",ACF+RF,29
1772,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,29
1773,Petralia IRS,0.8297619047619047,"ACF, correlation only",ACF+SVC,29
